用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄,平台,年份,月份,日期,小时
U5258,支航壮,P50896,显示器,电子产品,1973.44,2024-01-01 07:28:45,2,3946.88,苏州,女,40,拼多多,2024,1,1,7
U1871,崔壮裕,P96538,平板电脑,电子产品,3464.63,2024-07-23 16:48:18,3,10393.89,南京,女,43,拼多多,2024,7,23,16
U3128,管思楠,P38498,技术教材,书籍,311.44,2024-04-02 00:03:00,4,1245.76,武汉,女,41,拼多多,2024,4,2,0
U6842,纪保晨,P34122,卫衣,服装,761.06,2024-08-30 21:33:13,1,761.06,武汉,男,36,拼多多,2024,8,30,21
U5069,支善,P99878,羽绒服,服装,327.32,2024-12-02 05:40:04,3,981.96,南京,男,31,拼多多,2024,12,2,5
U7819,尹元,P26827,卫衣,服装,613.2,2024-04-16 22:44:02,4,2452.8,苏州,女,54,拼多多,2024,4,16,22
U5299,于胜发,P99907,智能手机,电子产品,5426.65,2024-11-07 04:27:05,2,10853.3,杭州,男,51,拼多多,2024,11,7,4
U2475,殷琛利,P62360,口红,美妆,369.71,2024-04-27 05:36:31,3,1109.13,深圳,女,56,拼多多,2024,4,27,5
U9845,袁海斌,P98313,变形金刚,玩具,588.17,2024-09-23 09:32:34,4,2352.68,深圳,女,33,拼多多,2024,9,23,9
U9020,蒋义,P74867,口红,美妆,329.56,2024-02-27 05:18:43,3,988.68,北京,男,32,拼多多,2024,2,27,5
U7741,高飞腾,P35191,粉底液,美妆,370.17,2024-03-28 07:25:29,3,1110.51,北京,男,55,拼多多,2024,3,28,7
U5563,邓平,P83143,面霜,美妆,539.46,2024-01-03 20:53:59,5,2697.3,杭州,男,25,拼多多,2024,1,3,20
U8632,罗鸣俊,P34801,洗发水,美妆,567.33,2024-10-24 20:21:01,2,1134.66,武汉,男,52,拼多多,2024,10,24,20
U8212,解中启,P31478,羽毛球拍,运动,348.71,2024-08-13 05:42:19,2,697.42,天津,男,50,拼多多,2024,8,13,5
U3049,苗星榕,P82533,篮球,运动,826.15,2024-02-07 04:22:25,3,2478.45,重庆,女,51,拼多多,2024,2,7,4
U4425,熊平友,P39137,充电宝,电子产品,3866.62,2024-09-04 16:17:46,5,19333.1,南京,男,24,拼多多,2024,9,4,16
U8999,唐群河,P16504,口红,美妆,381.8,2024-04-23 15:10:51,2,763.6,上海,男,58,拼多多,2024,4,23,15
U1396,颜亮振,P98874,羽绒服,服装,27.64,2024-05-31 12:04:51,4,110.56,天津,男,21,拼多多,2024,5,31,12
U8373,梅伦良,P45099,平板电脑,电子产品,8270.85,2024-07-13 10:11:20,3,24812.55,杭州,女,53,拼多多,2024,7,13,10
U9244,樊昌毅,P27094,抱枕,家居,2729.04,2024-02-25 16:10:16,1,2729.04,上海,女,34,拼多多,2024,2,25,16
U1535,周健绍,P60273,洗发水,美妆,552.79,2024-12-22 06:11:31,5,2763.95,重庆,男,55,拼多多,2024,12,22,6
U3613,江河全,P39311,蓝牙耳机,电子产品,6774.76,2024-03-12 02:56:22,1,6774.76,上海,女,32,拼多多,2024,3,12,2
U8779,王磊,P17842,跑步鞋,运动,177.22,2024-10-29 21:00:00,5,886.1,天津,男,65,拼多多,2024,10,29,21
U2217,路承,P69222,时尚杂志,书籍,610.75,2024-08-25 16:59:58,2,1221.5,西安,女,23,拼多多,2024,8,25,16
U2884,包克力,P14178,抱枕,家居,640.33,2024-07-14 17:13:08,2,1280.66,重庆,女,65,拼多多,2024,7,14,17
U2760,邬琛发,P97186,餐桌,家居,3205.58,2024-03-08 23:56:05,5,16027.9,南京,女,47,拼多多,2024,3,8,23
U1706,冯才,P51404,人物传记,书籍,65.75,2024-12-02 16:24:06,5,328.75,上海,女,20,拼多多,2024,12,2,16
U8764,葛强勇,P91746,抱枕,家居,2897.68,2024-08-14 05:26:54,5,14488.4,武汉,男,36,拼多多,2024,8,14,5
U2392,舒伦仁,P36212,面霜,美妆,633.43,2024-10-26 12:21:08,3,1900.29,重庆,女,23,拼多多,2024,10,26,12
U5281,蒋士,P32486,智能手表,电子产品,3276.39,2024-12-17 11:37:27,5,16381.95,天津,女,19,拼多多,2024,12,17,11
U3356,成翔以,P78981,洗发水,美妆,626.71,2024-07-17 11:26:01,5,3133.55,重庆,女,21,拼多多,2024,7,17,11
U9778,时泽敬,P28934,时尚杂志,书籍,425.76,2024-03-05 17:59:21,4,1703.04,成都,男,56,拼多多,2024,3,5,17
U6412,童邦友,P18740,人物传记,书籍,686.93,2024-05-21 23:18:03,3,2060.79,上海,女,40,拼多多,2024,5,21,23
U3411,江钧,P77260,台灯,家居,3412.21,2024-08-23 11:01:31,4,13648.84,成都,男,29,拼多多,2024,8,23,11
U2027,韩武富,P28122,拼图,玩具,441.1,2024-08-22 22:57:22,3,1323.3,广州,女,44,拼多多,2024,8,22,22
U7591,计东士,P42259,粉底液,美妆,420.45,2024-11-26 12:32:42,4,1681.8,重庆,男,42,拼多多,2024,11,26,12
U8646,平福学,P57446,拼图,玩具,381.23,2024-08-13 17:06:03,3,1143.69,西安,男,48,拼多多,2024,8,13,17
U5315,岑坚磊,P89854,平板电脑,电子产品,4521.3,2024-01-31 05:11:07,5,22606.5,武汉,女,46,拼多多,2024,1,31,5
U6050,费风龙,P60483,跳绳,运动,433.19,2024-10-08 12:37:01,5,2165.95,苏州,男,46,拼多多,2024,10,8,12
U3883,李弘利,P31519,口红,美妆,840.78,2024-02-06 17:12:31,4,3363.12,深圳,男,21,拼多多,2024,2,6,17
U6292,宋家民,P94692,时尚杂志,书籍,108.86,2024-11-23 21:15:00,3,326.58,深圳,女,37,拼多多,2024,11,23,21
U1575,危承山,P75049,粉底液,美妆,764.0,2024-08-17 10:57:42,2,1528.0,南京,女,48,拼多多,2024,8,17,10
U4159,柯琛波,P55622,遥控车,玩具,217.74,2024-04-18 13:10:49,1,217.74,天津,男,57,拼多多,2024,4,18,13
U8654,许雄,P65062,芭比娃娃,玩具,191.27,2024-03-05 20:45:22,3,573.81,北京,女,23,拼多多,2024,3,5,20
U6608,林仁辉,P12187,遥控车,玩具,301.05,2024-09-03 17:47:29,2,602.1,杭州,男,53,拼多多,2024,9,3,17
U2590,祁若鹏,P96494,面霜,美妆,264.25,2024-01-19 22:43:58,5,1321.25,广州,男,41,拼多多,2024,1,19,22
U7340,刁河鸣,P30260,智能手机,电子产品,7302.25,2024-11-09 09:57:12,2,14604.5,西安,男,28,拼多多,2024,11,9,9
U1690,管腾,P31547,变形金刚,玩具,694.65,2024-05-09 10:20:24,2,1389.3,重庆,女,64,拼多多,2024,5,9,10
U6329,应朋,P81562,餐桌,家居,2557.29,2024-03-13 04:53:51,4,10229.16,上海,男,23,拼多多,2024,3,13,4
U1639,杨安绍,P68418,智能手表,电子产品,5183.24,2024-09-27 07:29:04,5,25916.2,北京,女,26,拼多多,2024,9,27,7
U2068,奚子星,P32847,口红,美妆,64.71,2024-10-11 14:05:47,3,194.13,武汉,男,30,拼多多,2024,10,11,14
U9824,冯超博,P10973,四件套,家居,1136.34,2024-03-02 06:37:34,5,5681.7,重庆,女,28,拼多多,2024,3,2,6
U3746,郑弘若,P26014,科幻小说,书籍,802.64,2024-05-17 23:55:07,5,4013.2,北京,男,58,拼多多,2024,5,17,23
U2451,章志学,P20845,显示器,电子产品,2650.52,2024-07-08 08:07:11,1,2650.52,南京,女,43,拼多多,2024,7,8,8
U7745,严峰辰,P25480,羽绒服,服装,44.02,2024-12-12 02:05:54,4,176.08,上海,女,49,拼多多,2024,12,12,2
U7919,尤斌,P47323,遥控车,玩具,583.65,2024-12-03 10:45:46,2,1167.3,西安,女,18,拼多多,2024,12,3,10
U9471,章子,P47094,科幻小说,书籍,650.65,2024-02-24 11:53:51,1,650.65,上海,男,25,拼多多,2024,2,24,11
U7886,吴涛平,P57440,跳绳,运动,332.15,2024-11-01 23:57:30,4,1328.6,重庆,男,30,拼多多,2024,11,1,23
U5371,纪学发,P41182,哑铃,运动,805.7,2024-12-21 17:52:49,3,2417.1,杭州,女,58,拼多多,2024,12,21,17
U4917,褚豪维,P57722,羽绒服,服装,338.78,2024-11-09 15:01:25,1,338.78,苏州,男,57,拼多多,2024,11,9,15
U1236,庞元,P57794,山地车,运动,334.96,2024-10-11 15:06:15,5,1674.8,成都,男,52,拼多多,2024,10,11,15
U1053,郑绍,P82906,收纳盒,家居,1091.6,2024-05-12 13:12:07,4,4366.4,成都,女,64,拼多多,2024,5,12,13
U7892,华进伟,P93970,充电宝,电子产品,4968.18,2024-08-19 01:13:26,4,19872.72,重庆,女,39,拼多多,2024,8,19,1
U3386,贝世,P66619,智能手机,电子产品,1806.02,2024-01-31 22:25:55,4,7224.08,重庆,男,57,拼多多,2024,1,31,22
U7469,干楠振,P34221,跳绳,运动,805.2,2024-10-04 17:23:51,3,2415.6,北京,女,18,拼多多,2024,10,4,17
U2350,苏茂朋,P63510,心理学,书籍,740.79,2024-04-29 05:04:56,5,3703.95,天津,女,39,拼多多,2024,4,29,5
U6959,平功有,P39302,拼图,玩具,92.9,2024-03-20 15:02:30,3,278.7,武汉,女,37,拼多多,2024,3,20,15
U6643,廉力平,P80192,收纳盒,家居,3267.67,2024-11-19 09:06:47,4,13070.68,深圳,男,39,拼多多,2024,11,19,9
U3571,洪星生,P31376,办公椅,家居,1339.61,2024-10-03 15:40:19,4,5358.44,北京,女,41,拼多多,2024,10,3,15
U7607,唐功,P13940,牛仔裤,服装,566.64,2024-05-07 00:52:47,4,2266.56,武汉,男,24,拼多多,2024,5,7,0
U6231,喻承,P40428,山地车,运动,435.12,2024-10-28 17:08:37,1,435.12,成都,男,44,拼多多,2024,10,28,17
U7700,宋有翰,P21864,笔记本电脑,电子产品,7068.79,2024-02-05 11:23:26,2,14137.58,深圳,女,39,拼多多,2024,2,5,11
U3284,湛谦邦,P52010,变形金刚,玩具,166.42,2024-02-28 19:50:59,3,499.26,杭州,女,27,拼多多,2024,2,28,19
U7534,单林武,P88209,羽毛球拍,运动,504.66,2024-10-19 05:43:43,2,1009.32,上海,女,56,拼多多,2024,10,19,5
U8044,尤伟,P57202,收纳盒,家居,3408.92,2024-10-28 05:54:31,3,10226.76,上海,男,21,拼多多,2024,10,28,5
U8228,闵若奇,P50006,羽绒服,服装,167.52,2024-01-12 00:33:10,2,335.04,重庆,男,47,拼多多,2024,1,12,0
U5122,李宁光,P85149,四件套,家居,2441.24,2024-06-08 09:37:52,3,7323.72,广州,男,36,拼多多,2024,6,8,9
U4234,娄星善,P55806,收纳盒,家居,4085.93,2024-04-26 09:04:40,4,16343.72,重庆,女,59,拼多多,2024,4,26,9
U5053,夏安,P83414,收纳盒,家居,3494.38,2024-02-24 21:46:40,4,13977.52,北京,男,32,拼多多,2024,2,24,21
U6136,狄策,P82189,篮球,运动,255.87,2024-05-17 07:43:04,5,1279.35,南京,女,22,拼多多,2024,5,17,7
U5565,薛泽之,P26967,口红,美妆,510.37,2024-05-13 09:27:59,4,2041.48,重庆,女,58,拼多多,2024,5,13,9
U5775,鲍翰思,P39313,变形金刚,玩具,164.92,2024-06-28 09:22:21,5,824.6,杭州,女,33,拼多多,2024,6,28,9
U7969,汪学,P67340,化妆刷套装,美妆,110.84,2024-08-03 22:00:38,1,110.84,成都,男,19,拼多多,2024,8,3,22
U7141,贾朗以,P32540,心理学,书籍,557.46,2024-11-23 18:43:12,2,1114.92,杭州,女,38,拼多多,2024,11,23,18
U3715,鲁辉星,P14903,变形金刚,玩具,603.5,2024-07-26 12:23:20,2,1207.0,杭州,男,47,拼多多,2024,7,26,12
U6963,史军学,P29932,口红,美妆,371.3,2024-09-24 11:53:20,3,1113.9,西安,男,38,拼多多,2024,9,24,11
U5782,花之祥,P26596,瑜伽垫,运动,671.08,2024-01-08 22:53:25,1,671.08,苏州,男,55,拼多多,2024,1,8,22
U5738,包建,P79037,毛绒玩具,玩具,463.4,2024-11-15 03:31:40,2,926.8,重庆,女,28,拼多多,2024,11,15,3
U8336,孙兴坚,P65419,连衣裙,服装,349.02,2024-12-12 19:52:08,1,349.02,重庆,女,64,拼多多,2024,12,12,19
U2580,舒林军,P70432,时尚杂志,书籍,771.77,2024-12-25 16:54:13,1,771.77,深圳,女,35,拼多多,2024,12,25,16
U6012,时若斌,P31913,羽毛球拍,运动,576.14,2024-11-07 02:57:59,5,2880.7,成都,女,45,拼多多,2024,11,7,2
U3359,张时,P44760,蓝牙耳机,电子产品,3335.38,2024-10-14 15:23:45,4,13341.52,重庆,女,62,拼多多,2024,10,14,15
U8960,樊维平,P84168,羽绒服,服装,195.54,2024-03-24 21:54:03,4,782.16,深圳,男,59,拼多多,2024,3,24,21
U7393,任超超,P26605,跳绳,运动,227.86,2024-10-05 18:26:38,3,683.58,天津,男,22,拼多多,2024,10,5,18
U5852,元刚豪,P80202,连衣裙,服装,631.74,2024-07-23 03:25:37,4,2526.96,天津,男,19,拼多多,2024,7,23,3
U6958,和克子,P64271,蓝牙耳机,电子产品,5394.63,2024-07-18 18:07:37,1,5394.63,苏州,女,31,拼多多,2024,7,18,18
U7720,危哲家,P38318,运动鞋,服装,146.0,2024-03-24 04:39:42,4,584.0,成都,男,20,拼多多,2024,3,24,4
U4028,席元,P99383,蓝牙耳机,电子产品,1538.38,2024-11-22 10:24:13,2,3076.76,上海,女,18,拼多多,2024,11,22,10
U2116,田盛学,P40040,人物传记,书籍,84.32,2024-11-22 05:43:02,3,252.96,广州,男,24,拼多多,2024,11,22,5
U7456,梁杰榕,P35778,收纳盒,家居,2870.84,2024-06-05 23:30:30,4,11483.36,广州,女,61,拼多多,2024,6,5,23
U8458,方贵厚,P80824,时尚杂志,书籍,434.04,2024-10-07 01:28:12,1,434.04,成都,女,39,拼多多,2024,10,7,1
U9659,鲁平若,P20499,显示器,电子产品,2159.0,2024-04-26 20:32:06,2,4318.0,苏州,男,36,拼多多,2024,4,26,20
U1280,林超,P81080,笔记本电脑,电子产品,4976.42,2024-12-23 23:13:00,3,14929.26,武汉,女,31,拼多多,2024,12,23,23
U5683,缪彬,P64628,平板电脑,电子产品,2969.52,2024-11-16 21:46:59,5,14847.6,天津,女,54,拼多多,2024,11,16,21
U1416,倪以心,P96113,T恤,服装,207.62,2024-04-21 18:36:24,4,830.48,苏州,女,64,拼多多,2024,4,21,18
U4995,许泽朋,P57309,夹克,服装,575.25,2024-06-10 10:47:56,5,2876.25,天津,男,21,拼多多,2024,6,10,10
U9195,曹腾岩,P82448,毛绒玩具,玩具,779.57,2024-06-20 17:35:35,4,3118.28,成都,女,29,拼多多,2024,6,20,17
U3290,凤健,P68368,山地车,运动,327.68,2024-04-08 10:10:25,1,327.68,天津,男,27,拼多多,2024,4,8,10
U4469,樊民全,P60833,夹克,服装,794.82,2024-02-24 14:41:28,3,2384.46,成都,男,31,拼多多,2024,2,24,14
U8478,盛胜杰,P15076,蓝牙耳机,电子产品,6204.49,2024-10-28 10:41:53,3,18613.47,广州,男,30,拼多多,2024,10,28,10
U1029,常腾东,P91705,显示器,电子产品,5697.2,2024-07-09 12:01:30,5,28486.0,西安,男,48,拼多多,2024,7,9,12
U7327,于胜旭,P13299,乐高积木,玩具,449.37,2024-07-02 08:55:31,2,898.74,上海,男,34,拼多多,2024,7,2,8
U7478,吴振,P44523,牛仔裤,服装,272.69,2024-09-23 09:30:55,4,1090.76,广州,男,61,拼多多,2024,9,23,9
U6464,和时,P18790,办公椅,家居,1566.99,2024-01-15 10:07:04,5,7834.95,武汉,女,57,拼多多,2024,1,15,10
U7224,高克,P65918,瑜伽垫,运动,449.04,2024-03-05 00:32:20,2,898.08,上海,男,62,拼多多,2024,3,5,0
U9586,姜龙天,P80870,瑜伽垫,运动,519.77,2024-09-25 00:12:54,2,1039.54,成都,男,47,拼多多,2024,9,25,0
U3962,穆以,P79207,变形金刚,玩具,574.35,2024-04-21 04:33:39,1,574.35,重庆,男,36,拼多多,2024,4,21,4
U3229,岑亮,P28170,平板电脑,电子产品,2759.98,2024-09-20 00:29:58,4,11039.92,武汉,女,19,拼多多,2024,9,20,0
U4684,凌会,P34288,乐高积木,玩具,830.35,2024-01-06 19:04:58,5,4151.75,西安,男,41,拼多多,2024,1,6,19
U6811,杜豪楠,P15416,人物传记,书籍,26.51,2024-09-07 22:26:35,3,79.53,苏州,女,21,拼多多,2024,9,7,22
U7837,屈河盛,P70247,化妆刷套装,美妆,605.08,2024-03-25 02:05:57,4,2420.32,成都,男,52,拼多多,2024,3,25,2
U9590,熊心达,P96551,餐桌,家居,353.62,2024-12-06 06:27:12,2,707.24,上海,男,52,拼多多,2024,12,6,6
U5630,崔斌,P14327,变形金刚,玩具,755.47,2024-09-04 10:30:59,5,3777.35,深圳,男,32,拼多多,2024,9,4,10
U4673,倪松行,P41050,化妆刷套装,美妆,201.86,2024-08-27 12:13:10,2,403.72,杭州,女,21,拼多多,2024,8,27,12
U9859,安启心,P55427,台灯,家居,731.23,2024-09-01 07:22:30,3,2193.69,深圳,男,20,拼多多,2024,9,1,7
U9482,颜泽朋,P87260,漫画,书籍,575.99,2024-02-12 05:35:37,2,1151.98,天津,男,55,拼多多,2024,2,12,5
U2759,韩树思,P42612,沙发,家居,3561.26,2024-08-25 00:23:13,5,17806.3,天津,男,41,拼多多,2024,8,25,0
U9870,齐亨,P83447,遥控车,玩具,461.8,2024-10-02 02:16:25,3,1385.4,西安,男,44,拼多多,2024,10,2,2
U8168,夏勇,P24568,毛绒玩具,玩具,395.2,2024-03-16 16:38:37,3,1185.6,武汉,女,51,拼多多,2024,3,16,16
U1613,范武兴,P44005,台灯,家居,1599.56,2024-10-26 16:51:16,4,6398.24,成都,男,22,拼多多,2024,10,26,16
U7046,罗松子,P52226,漫画,书籍,808.24,2024-08-17 15:59:17,5,4041.2,杭州,男,55,拼多多,2024,8,17,15
U7186,俞岩平,P94554,变形金刚,玩具,162.76,2024-12-08 05:44:04,4,651.04,北京,女,36,拼多多,2024,12,8,5
U4850,彭先裕,P44213,抱枕,家居,595.52,2024-11-02 21:27:10,5,2977.6,深圳,男,32,拼多多,2024,11,2,21
U3698,陶泰楠,P68223,羽毛球拍,运动,342.46,2024-03-31 06:39:48,4,1369.84,重庆,女,32,拼多多,2024,3,31,6
U3935,元伯,P49254,防晒霜,美妆,346.23,2024-06-08 19:56:01,2,692.46,成都,女,55,拼多多,2024,6,8,19
U6164,雷辰先,P76772,人物传记,书籍,513.97,2024-03-15 06:45:25,2,1027.94,武汉,男,39,拼多多,2024,3,15,6
U9424,宣博树,P96679,时尚杂志,书籍,531.67,2024-04-18 05:54:42,4,2126.68,成都,男,60,拼多多,2024,4,18,5
U4623,徐友发,P62151,化妆刷套装,美妆,397.76,2024-10-20 20:45:27,1,397.76,杭州,男,21,拼多多,2024,10,20,20
U3459,虞邦,P23755,乐高积木,玩具,328.71,2024-01-16 18:58:16,2,657.42,苏州,男,25,拼多多,2024,1,16,18
U3355,何榕绍,P85002,芭比娃娃,玩具,346.57,2024-07-26 22:05:27,5,1732.85,天津,男,37,拼多多,2024,7,26,22
U8012,邬明轮,P15804,平板电脑,电子产品,1696.68,2024-06-22 12:04:12,5,8483.4,天津,女,44,拼多多,2024,6,22,12
U5048,贺贵,P97422,连衣裙,服装,174.3,2024-03-15 23:44:20,4,697.2,北京,女,59,拼多多,2024,3,15,23
U4182,韦民振,P39807,变形金刚,玩具,580.46,2024-06-07 17:32:50,1,580.46,武汉,男,33,拼多多,2024,6,7,17
U7673,邬言,P79601,智能手表,电子产品,5997.24,2024-07-01 20:44:07,4,23988.96,苏州,男,21,拼多多,2024,7,1,20
U5941,经维贵,P30735,羽毛球拍,运动,606.9,2024-01-18 01:53:43,3,1820.7,深圳,女,64,拼多多,2024,1,18,1
U6095,潘国,P69742,卫衣,服装,254.8,2024-06-19 16:57:39,1,254.8,苏州,女,36,拼多多,2024,6,19,16
U7105,俞文波,P48032,心理学,书籍,791.38,2024-11-18 09:23:18,3,2374.14,天津,女,43,拼多多,2024,11,18,9
U6308,严达弘,P47265,笔记本电脑,电子产品,2239.66,2024-03-05 13:53:00,1,2239.66,成都,男,27,拼多多,2024,3,5,13
U3421,尹朋振,P86883,收纳盒,家居,231.58,2024-12-18 21:30:29,2,463.16,深圳,女,62,拼多多,2024,12,18,21
U3062,潘以斌,P46241,羽绒服,服装,629.77,2024-11-05 23:37:17,1,629.77,杭州,女,57,拼多多,2024,11,5,23
U6106,毛启辰,P35501,面霜,美妆,610.99,2024-06-07 06:00:17,5,3054.95,广州,女,31,拼多多,2024,6,7,6
U1732,柯亨,P39309,变形金刚,玩具,729.42,2024-08-04 04:05:47,2,1458.84,北京,男,40,拼多多,2024,8,4,4
U5952,孙豪世,P26909,变形金刚,玩具,385.64,2024-06-27 13:31:38,1,385.64,广州,男,21,拼多多,2024,6,27,13
U4676,周茂谦,P81718,变形金刚,玩具,602.5,2024-08-23 00:04:50,3,1807.5,北京,男,32,拼多多,2024,8,23,0
U2570,姚顺厚,P42870,心理学,书籍,394.61,2024-11-19 04:38:19,3,1183.83,北京,男,64,拼多多,2024,11,19,4
U7298,张承,P22928,哑铃,运动,571.87,2024-02-07 04:31:18,1,571.87,上海,男,44,拼多多,2024,2,7,4
U9052,尹刚龙,P58485,历史书籍,书籍,288.77,2024-05-12 06:51:23,3,866.31,南京,男,32,拼多多,2024,5,12,6
U2701,岑力山,P73242,四件套,家居,425.37,2024-11-27 21:25:26,1,425.37,杭州,女,24,拼多多,2024,11,27,21
U5031,曹邦信,P85066,拼图,玩具,786.85,2024-06-04 00:12:30,2,1573.7,北京,女,43,拼多多,2024,6,4,0
U7202,贾军裕,P87343,面霜,美妆,477.91,2024-09-21 19:29:13,3,1433.73,上海,女,18,拼多多,2024,9,21,19
U1989,蔡之诚,P65456,洗发水,美妆,45.46,2024-05-28 12:53:33,4,181.84,重庆,女,23,拼多多,2024,5,28,12
U4259,毕维诚,P77714,瑜伽垫,运动,427.72,2024-01-01 01:43:23,2,855.44,西安,女,19,拼多多,2024,1,1,1
U1170,邬民,P58125,遥控车,玩具,688.9,2024-02-06 21:51:42,2,1377.8,重庆,女,65,拼多多,2024,2,6,21
U3097,宣子,P24930,香水,美妆,108.45,2024-05-17 20:33:22,5,542.25,南京,男,63,拼多多,2024,5,17,20
U9833,胡雄,P94557,技术教材,书籍,257.87,2024-01-16 03:21:03,2,515.74,深圳,女,23,拼多多,2024,1,16,3
U2545,章榕清,P90439,瑜伽垫,运动,18.03,2024-08-07 09:02:55,4,72.12,西安,男,18,拼多多,2024,8,7,9
U7403,周辉顺,P53468,科幻小说,书籍,828.6,2024-07-30 22:26:12,5,4143.0,深圳,女,49,拼多多,2024,7,30,22
U7069,樊岩信,P76451,面霜,美妆,442.09,2024-09-22 20:21:04,5,2210.45,上海,女,65,拼多多,2024,9,22,20
U4671,管全博,P50478,显示器,电子产品,1607.84,2024-09-30 02:06:38,3,4823.52,成都,男,54,拼多多,2024,9,30,2
U1693,蓝胜发,P59576,收纳盒,家居,1662.11,2024-10-05 09:35:30,5,8310.55,苏州,女,58,拼多多,2024,10,5,9
U4160,卞晨,P80922,显示器,电子产品,8452.28,2024-01-03 22:06:35,2,16904.56,成都,男,46,拼多多,2024,1,3,22
U3199,席维航,P43590,技术教材,书籍,140.79,2024-07-21 18:02:12,5,703.95,杭州,女,29,拼多多,2024,7,21,18
U7230,孙光宏,P88233,办公椅,家居,3010.17,2024-10-29 03:44:42,2,6020.34,杭州,男,62,拼多多,2024,10,29,3
U9616,裘文振,P82987,口红,美妆,495.73,2024-07-26 22:54:31,2,991.46,上海,男,56,拼多多,2024,7,26,22
U2364,孙生先,P77624,时尚杂志,书籍,756.56,2024-04-04 22:09:27,1,756.56,北京,男,20,拼多多,2024,4,4,22
U3216,娄世钧,P15843,沙发,家居,3007.02,2024-03-19 00:56:05,4,12028.08,苏州,女,42,拼多多,2024,3,19,0
U8664,茅杰,P69012,粉底液,美妆,181.78,2024-10-24 08:58:00,5,908.9,深圳,女,28,拼多多,2024,10,24,8
U9738,吕亨楠,P26190,科幻小说,书籍,374.56,2024-12-08 22:33:23,2,749.12,杭州,女,60,拼多多,2024,12,8,22
U9361,席兴翔,P94049,收纳盒,家居,3960.85,2024-12-08 16:46:01,1,3960.85,成都,男,41,拼多多,2024,12,8,16
U8826,麻武轮,P60985,芭比娃娃,玩具,582.72,2024-04-19 08:49:27,5,2913.6,南京,女,53,拼多多,2024,4,19,8
U7059,苏彬世,P98933,沙发,家居,1379.97,2024-05-14 22:05:20,4,5519.88,重庆,女,28,拼多多,2024,5,14,22
U7672,魏树毅,P46147,人物传记,书籍,246.75,2024-10-29 08:21:59,4,987.0,北京,女,29,拼多多,2024,10,29,8
U3472,茅浩奇,P48451,人物传记,书籍,364.52,2024-11-14 06:44:02,5,1822.6,广州,女,47,拼多多,2024,11,14,6
U5370,卜翰晨,P96576,面霜,美妆,496.1,2024-12-01 12:45:58,1,496.1,重庆,男,41,拼多多,2024,12,1,12
U6882,苏宁榕,P46794,显示器,电子产品,5481.74,2024-09-22 22:09:11,1,5481.74,上海,女,21,拼多多,2024,9,22,22
U5525,褚兴风,P38220,平板电脑,电子产品,4678.99,2024-05-01 07:37:32,2,9357.98,南京,女,22,拼多多,2024,5,1,7
U8436,杜宏,P35721,面霜,美妆,49.88,2024-06-07 10:32:00,3,149.64,南京,男,57,拼多多,2024,6,7,10
U2502,蒋力航,P35867,拼图,玩具,104.01,2024-06-29 01:25:54,3,312.03,苏州,男,49,拼多多,2024,6,29,1
U6980,高绍风,P27526,时尚杂志,书籍,686.36,2024-09-13 06:34:04,1,686.36,杭州,男,50,拼多多,2024,9,13,6
